snapshot_id,team,group,position,points,goal_difference,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,bracket_mode,model_version,trigger_match_ids
2026-07-04T08:14:07.970571+00:00,Turkey,D,4,3,-2,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T08:14:07.970571+00:00,Uruguay,H,3,2,-1,0.0,0.0,1.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T08:14:07.970571+00:00,Uzbekistan,K,4,0,-9,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Argentina,J,1,9,7,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,France,I,1,9,8,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Spain,H,1,7,5,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,England,L,1,7,4,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Mexico,A,1,9,6,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Colombia,K,1,7,3,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Brazil,C,1,7,6,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Portugal,K,2,5,5,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Morocco,C,2,7,3,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Switzerland,B,1,7,4,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Belgium,G,1,5,4,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,United States,D,1,6,4,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Norway,I,2,6,1,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Canada,B,2,4,5,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Egypt,G,2,5,2,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Paraguay,D,3,4,-2,0.0,0.0,1.0,1.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Algeria,J,3,4,-2,0.0,0.0,1.0,1.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Australia,D,2,4,0,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Austria,J,2,4,0,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Bosnia-Herzegovina,B,3,4,-1,0.0,0.0,1.0,1.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Cape Verde Islands,H,2,3,0,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Congo DR,K,3,4,1,0.0,0.0,1.0,1.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Croatia,L,2,6,0,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Curaçao,E,4,1,-8,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Czechia,A,4,1,-4,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Ecuador,E,3,4,0,0.0,0.0,1.0,1.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Germany,E,1,6,6,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Ghana,L,3,4,0,0.0,0.0,1.0,1.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Haiti,C,4,0,-6,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Iran,G,3,3,0,0.0,0.0,1.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Iraq,I,4,0,-11,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Ivory Coast,E,2,6,2,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Japan,F,2,5,4,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Jordan,J,4,0,-5,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Netherlands,F,1,7,6,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,New Zealand,G,4,1,-6,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Panama,L,4,0,-4,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Qatar,B,4,1,-8,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Saudi Arabia,H,4,2,-4,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Scotland,C,3,3,-3,0.0,0.0,1.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Senegal,I,3,3,2,0.0,0.0,1.0,1.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,South Africa,A,2,4,-1,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,South Korea,A,3,3,-1,0.0,0.0,1.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Sweden,F,3,4,0,0.0,0.0,1.0,1.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Tunisia,F,4,0,-10,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Turkey,D,4,3,-2,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Uruguay,H,3,2,-1,0.0,0.0,1.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T10:28:02.504191+00:00,Uzbekistan,K,4,0,-9,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Argentina,J,1,9,7,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,France,I,1,9,8,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Spain,H,1,7,5,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,England,L,1,7,4,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Mexico,A,1,9,6,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Colombia,K,1,7,3,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Brazil,C,1,7,6,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Portugal,K,2,5,5,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Morocco,C,2,7,3,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Switzerland,B,1,7,4,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Belgium,G,1,5,4,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,United States,D,1,6,4,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Norway,I,2,6,1,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Canada,B,2,4,5,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Egypt,G,2,5,2,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Paraguay,D,3,4,-2,0.0,0.0,1.0,1.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Algeria,J,3,4,-2,0.0,0.0,1.0,1.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Australia,D,2,4,0,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Austria,J,2,4,0,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Bosnia-Herzegovina,B,3,4,-1,0.0,0.0,1.0,1.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Cape Verde Islands,H,2,3,0,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Congo DR,K,3,4,1,0.0,0.0,1.0,1.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Croatia,L,2,6,0,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Curaçao,E,4,1,-8,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Czechia,A,4,1,-4,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Ecuador,E,3,4,0,0.0,0.0,1.0,1.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Germany,E,1,6,6,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Ghana,L,3,4,0,0.0,0.0,1.0,1.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Haiti,C,4,0,-6,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Iran,G,3,3,0,0.0,0.0,1.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Iraq,I,4,0,-11,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Ivory Coast,E,2,6,2,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Japan,F,2,5,4,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Jordan,J,4,0,-5,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Netherlands,F,1,7,6,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,New Zealand,G,4,1,-6,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Panama,L,4,0,-4,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Qatar,B,4,1,-8,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Saudi Arabia,H,4,2,-4,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Scotland,C,3,3,-3,0.0,0.0,1.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Senegal,I,3,3,2,0.0,0.0,1.0,1.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,South Africa,A,2,4,-1,0.0,1.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,South Korea,A,3,3,-1,0.0,0.0,1.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Sweden,F,3,4,0,0.0,0.0,1.0,1.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Tunisia,F,4,0,-10,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Turkey,D,4,3,-2,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Uruguay,H,3,2,-1,0.0,0.0,1.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T13:47:31.897432+00:00,Uzbekistan,K,4,0,-9,0.0,0.0,0.0,0.0,0.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T19:20:30.301437+00:00,Argentina,J,1,9,7,1.0,0.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Spain,H,1,7,5,1.0,0.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,France,I,1,9,8,1.0,0.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,England,L,1,7,4,1.0,0.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Colombia,K,1,7,3,1.0,0.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Mexico,A,1,9,6,1.0,0.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Brazil,C,1,7,6,1.0,0.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Morocco,C,2,7,3,0.0,1.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Portugal,K,2,5,5,0.0,1.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Switzerland,B,1,7,4,1.0,0.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Belgium,G,1,5,4,1.0,0.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,United States,D,1,6,4,1.0,0.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Norway,I,2,6,1,0.0,1.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Egypt,G,2,5,2,0.0,1.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Paraguay,D,3,4,-2,0.0,0.0,1.0,1.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Netherlands,F,1,7,6,1.0,0.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Japan,F,2,5,4,0.0,1.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Canada,B,2,4,5,0.0,1.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Ecuador,E,3,4,0,0.0,0.0,1.0,1.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Germany,E,1,6,6,1.0,0.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Croatia,L,2,6,0,0.0,1.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Austria,J,2,4,0,0.0,1.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Ivory Coast,E,2,6,2,0.0,1.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Senegal,I,3,3,2,0.0,0.0,1.0,1.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Australia,D,2,4,0,0.0,1.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Algeria,J,3,4,-2,0.0,0.0,1.0,1.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,South Africa,A,2,4,-1,0.0,1.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Sweden,F,3,4,0,0.0,0.0,1.0,1.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Congo DR,K,3,4,1,0.0,0.0,1.0,1.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Ghana,L,3,4,0,0.0,0.0,1.0,1.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Cape Verde Islands,H,2,3,0,0.0,1.0,0.0,0.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Bosnia-Herzegovina,B,3,4,-1,0.0,0.0,1.0,1.0,1.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Curaçao,E,4,1,-8,0.0,0.0,0.0,0.0,0.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Czechia,A,4,1,-4,0.0,0.0,0.0,0.0,0.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Haiti,C,4,0,-6,0.0,0.0,0.0,0.0,0.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Iran,G,3,3,0,0.0,0.0,1.0,0.0,0.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Iraq,I,4,0,-11,0.0,0.0,0.0,0.0,0.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Jordan,J,4,0,-5,0.0,0.0,0.0,0.0,0.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,New Zealand,G,4,1,-6,0.0,0.0,0.0,0.0,0.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Panama,L,4,0,-4,0.0,0.0,0.0,0.0,0.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Qatar,B,4,1,-8,0.0,0.0,0.0,0.0,0.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Saudi Arabia,H,4,2,-4,0.0,0.0,0.0,0.0,0.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Scotland,C,3,3,-3,0.0,0.0,1.0,0.0,0.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,South Korea,A,3,3,-1,0.0,0.0,1.0,0.0,0.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Tunisia,F,4,0,-10,0.0,0.0,0.0,0.0,0.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Turkey,D,4,3,-2,0.0,0.0,0.0,0.0,0.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Uruguay,H,3,2,-1,0.0,0.0,1.0,0.0,0.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:30.301437+00:00,Uzbekistan,K,4,0,-9,0.0,0.0,0.0,0.0,0.0,provisional_constraint_assignment,phase9b_adaptive_prediction_v1,537376
2026-07-04T19:20:38.985727+00:00,Argentina,J,1,9,7,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T19:20:38.985727+00:00,Spain,H,1,7,5,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T19:20:38.985727+00:00,France,I,1,9,8,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
2026-07-04T19:20:38.985727+00:00,England,L,1,7,4,1.0,0.0,0.0,0.0,1.0,official_api_locked_knockout_progression,phase6_knockout_progression_v1,
